球员,出场数,上场总时间（min）,投篮率,命中次数,出手次数,三分投球率,三分命中次数,三分出手次数,罚球率,罚球命中次数,罚球出手次数,篮板数,助攻次数,抢断次数,盖帽次数,失误次数,犯规次数,生涯总得分
罗尼-普莱斯,28,183,0.2940 ,20,68,0.208,5,24,0.696,16,23,17,31,11,3,8,31,61
肯塔维奥斯-卡德维尔-波普,4,161,0.4400 ,22,50,0.444,12,27,0.714,5,7,17,11,7,1,2,7,61
豪威尔-舒尔茨,16,0,0.2660 ,21,79,0,0,0,0.704,19,27,0,9,0,0,0,33,61
迈克尔-斯维特尼,11,180,0.4470 ,21,47,0,0,0,0.704,19,27,43,7,3,7,7,32,61
卢克-肯纳德,4,132,0.4890 ,23,47,0.6,9,15,0.833,5,6,16,7,3,1,3,6,60
艾尔-伍德,5,157,0.4640 ,26,56,0,0,1,0.667,8,12,34,10,1,1,7,16,60
迪诺-拉迪亚,4,153,0.4000 ,20,50,0,0,0,0.714,20,28,28,9,4,5,9,19,60
鲁斯-舍尼,22,205,0.3680 ,21,57,0.235,4,17,0.778,14,18,38,7,4,4,4,31,60
Bumper0Tormohlen,26,169,0.4000 ,24,60,0,0,0,0.611,11,18,65,21,0,0,0,38,59
乔恩-桑德沃德,10,157,0.4390 ,25,57,0.222,4,18,0.833,5,6,7,25,4,0,9,6,59
德里克-史密斯,14,149,0.5350 ,23,43,0,0,2,0.722,13,18,16,9,5,1,15,32,59
斯坦利-罗伯茨,9,177,0.4560 ,26,57,0,0,1,0.318,7,22,46,1,3,7,11,29,59
汤姆-萨克尔,31,217,0.3050 ,25,82,0,0,0,0.474,9,19,51,19,0,0,0,46,59
蒂姆-麦考密克,15,214,0.4490 ,22,49,0,0,1,0.833,15,18,57,6,4,4,7,35,59
詹姆斯-贝莉,14,164,0.4680 ,22,47,0,0,0,0.682,15,22,31,6,11,10,12,27,59
马库斯-索顿,10,124,0.3890 ,21,54,0.238,5,21,0.667,12,18,19,1,2,1,2,4,59
鲍伯-波特曼,11,149,0.3930 ,24,61,0,0,0,0.786,11,14,30,3,0,0,0,14,59
丹特-康宁汉姆,21,176,0.6000 ,24,40,0.667,2,3,0.889,8,9,48,2,9,6,4,20,58
安德鲁-特纳,8,189,0.4380 ,21,48,0.333,3,9,0.813,13,16,13,35,11,0,8,12,58
斯温-纳特,17,146,0.5000 ,19,38,0,0,0,0.769,20,26,40,1,1,2,8,27,58
格伦-贡德赖齐克,15,187,0.4310 ,25,58,0,0,0,0.615,8,13,45,19,7,2,7,27,58
汉克-芬克尔,33,175,0.4580 ,27,59,0,0,0,0.667,4,6,53,13,0,0,0,29,58
理查德-安德森,15,140,0.4170 ,20,48,0.381,8,21,0.833,10,12,26,10,2,3,4,20,58
保罗-格里芬,10,252,0.5530 ,21,38,0,0,0,0.577,15,26,55,35,6,6,16,37,57
尼古拉-武切维奇,6,148,0.3560 ,21,59,0.231,3,13,0.75,12,16,41,15,2,5,13,12,57
杰隆-科林斯,36,327,0.3800 ,19,50,0,0,0,0.655,19,29,60,7,7,2,8,65,57
查理-布莱克,8,0,0.2950 ,18,61,0,0,0,0.724,21,29,0,17,0,0,0,38,57
格雷格-凯特,61,378,0.3960 ,21,53,0,0,0,0.625,15,24,97,17,6,13,17,94,57
乔-梅里维尔瑟,10,199,0.4900 ,24,49,0,0,0,0.571,8,14,31,5,5,7,9,31,56
切特-卡莱尔,10,0,0.2270 ,20,88,0,0,0,0.571,16,28,0,2,0,0,0,33,56
吉姆-塔克,15,131,0.3440 ,21,61,0,0,0,0.824,14,17,40,3,0,0,0,28,56
杰夫-特纳,24,218,0.4170 ,20,48,0.5,11,22,1,5,5,32,16,4,3,10,57,56
特里·狄辛格,6,154,0.3750 ,21,56,0,0,0,0.737,14,19,29,9,0,0,0,19,56
罗恩-莱利,8,152,0.5950 ,25,42,0,0,0,0.375,6,16,36,15,9,2,0,18,56
加里-格兰特,17,221,0.3640 ,24,66,0.333,3,9,0.667,4,6,14,49,8,3,18,25,55
史蒂夫-斯蒂帕诺维奇,4,149,0.5530 ,21,38,0,0,1,0.684,13,19,30,3,3,2,4,14,55
埃里克-默多克,8,136,0.3780 ,14,37,0.2,2,10,0.833,25,30,23,16,8,1,7,12,55
托尼-道格拉斯,15,150,0.3730 ,19,51,0.417,10,24,0.875,7,8,17,15,2,0,5,15,55
朱利安-怀特,15,163,0.4510 ,23,51,0.222,2,9,0.7,7,10,24,7,10,2,6,14,55
杰里-伊维斯,11,132,0.4780 ,22,46,0.333,1,3,0.769,10,13,10,13,5,2,7,10,55
艾尔-艾伯哈德,11,224,0.3750 ,18,48,0,0,0,0.704,19,27,35,9,9,4,0,20,55
谢里夫-阿布杜-拉希姆,6,129,0.5350 ,23,43,0,0,3,0.6,9,15,29,7,2,0,13,27,55
贾斯汀-安德森,12,127,0.4440 ,20,45,0.3,6,20,0.643,9,14,29,7,5,3,7,20,55
贾莱特-阿伦,5,110,0.5940 ,19,32,0,0,0,0.85,17,20,34,11,3,3,8,13,55
达科-米利西奇,21,150,0.4890 ,22,45,0,0,0,0.5,11,22,25,6,2,5,6,13,55
里昂-道格拉斯,18,375,0.4220 ,19,45,0,0,0,0.405,17,42,75,14,5,8,0,58,55
John0Oldham,7,0,0.4190 ,18,43,0,0,0,0.667,18,27,0,9,0,0,0,28,54
内特-鲍曼,29,196,0.3330 ,22,66,0,0,0,0.769,10,13,79,9,0,0,0,51,54
史蒂夫-埃尔福特,13,106,0.4170 ,20,48,0.353,6,17,0.889,8,9,9,15,3,0,5,11,54
布德-格兰特,17,0,0.3930 ,22,56,0,0,0,0.588,10,17,0,7,0,0,0,37,54
特拉维斯-奥特洛,6,170,0.3180 ,21,66,0.25,4,16,0.667,8,12,18,3,5,4,5,10,54
马库斯-班克斯,13,171,0.4260 ,20,47,0.417,5,12,0.75,9,12,18,15,6,1,9,25,54
Walt0Budko,6,0,0.4250 ,17,40,0,0,0,0.731,19,26,0,9,0,0,0,27,53
兰迪-利文斯顿,17,182,0.3170 ,20,63,0.364,4,11,1,9,9,20,20,8,1,8,20,53
朗戴-霍利斯-杰弗森,4,62,0.4850 ,16,33,1,1,1,0.8,20,25,12,6,1,5,3,7,53
杰克-佩尔金顿,3,0,0.3940 ,13,33,0,0,0,0.771,27,35,0,3,0,0,0,13,53
杰里-雷诺兹,18,97,0.3960 ,19,48,0.167,1,6,0.609,14,23,16,8,9,9,9,12,53
罗伊德-沃顿,18,201,0.4120 ,21,51,0,0,0,0.647,11,17,12,57,12,4,24,14,53
达米恩-威尔金斯,15,175,0.4690 ,23,49,0.231,3,13,0.444,4,9,26,4,12,3,10,19,53
乔-哈里斯,11,164,0.3670 ,18,49,0.208,5,24,0.917,11,12,22,4,3,0,10,13,52
伯-艾利斯,15,194,0.4130 ,19,46,0,0,0,0.824,14,17,47,9,8,9,14,27,52
布伦特-普莱斯,9,173,0.4360 ,17,39,0.37,10,27,0.889,8,9,17,20,8,1,12,17,52
斯特罗迈尔-斯威夫特,7,122,0.4570 ,21,46,0,0,0,0.667,10,15,33,4,4,6,5,9,52
特尤斯-艾德尼,6,131,0.4080 ,20,49,0.222,2,9,0.769,10,13,12,14,9,0,9,12,52
达柳斯-莫里斯,9,118,0.4870 ,19,39,0.4,4,10,0.769,10,13,5,15,2,0,7,7,52
丹尼-沃尼斯,15,235,0.3770 ,23,61,0,0,1,0.556,5,9,62,12,4,7,8,34,51
乔汉-佩特洛,22,173,0.4680 ,22,47,0,0,0,0.583,7,12,39,6,2,8,7,35,51
埃里克-皮亚考斯基,17,141,0.3680 ,14,38,0.391,9,23,0.875,14,16,17,4,5,2,1,11,51
杰里米-兰姆,14,112,0.4310 ,22,51,0.2,3,15,1,4,4,20,8,7,1,3,8,51
查克-孟瑟,8,150,0.3450 ,19,55,0,0,0,0.813,13,16,18,14,0,0,0,11,51
罗恩-比哈根,8,122,0.4800 ,24,50,0,0,0,1,3,3,31,9,1,2,0,32,51
艾德-斯坦扎克,8,0,0.2920 ,14,48,0,0,0,0.767,23,30,0,10,0,0,0,26,51
Dwight0Davis,11,142,0.4320 ,16,37,0,0,0,0.818,18,22,28,10,3,4,0,28,50
史蒂夫-伯特,8,104,0.4210 ,16,38,0,0,2,0.857,18,21,12,14,5,0,8,18,50
哈索恩-温格,11,104,0.4470 ,21,47,0,0,0,0.667,8,12,32,8,0,0,0,10,50
奈尔-沃克,8,102,0.4150 ,22,53,0,0,0,0.75,6,8,40,4,0,0,0,17,50
弗兰克-卡明斯基,7,191,0.3040 ,14,46,0.294,5,17,0.81,17,21,30,8,6,5,2,15,50
汤米-贝尔纳斯,8,0,0.3010 ,22,73,0,0,0,0.261,6,23,0,2,0,0,0,9,50
温斯顿-班尼特,5,135,0.4890 ,23,47,0,0,0,0.667,4,6,21,5,3,1,4,11,50
约什-柴尔德里斯,7,205,0.5240 ,22,42,0,0,2,0.5,6,12,40,11,1,5,2,7,50
罗伊德-丹尼尔斯,12,140,0.3800 ,19,50,0.333,5,15,0.875,7,8,24,5,3,1,7,12,50
伊万-约翰逊,11,171,0.4050 ,17,42,0,0,1,0.652,15,23,37,3,7,3,9,30,49
安东尼-莫罗,17,107,0.4850 ,16,33,0.357,5,14,1,12,12,5,3,1,0,4,7,49
尤素夫-努尔基奇,5,110,0.4760 ,20,42,0,0,1,0.818,9,11,43,8,6,6,6,15,49
布莱恩-斯金纳,21,200,0.4620 ,18,39,0,0,1,0.542,13,24,42,2,3,11,14,23,49
希尔顿-阿姆斯特朗,27,176,0.4870 ,19,39,0,0,1,0.393,11,28,42,4,7,9,16,40,49
斯科特-梅,7,147,0.3040 ,14,46,0,0,0,0.724,21,29,25,13,10,2,0,16,49
约什-鲍威尔,46,192,0.4040 ,19,47,0.5,1,2,0.833,10,12,35,7,0,2,8,30,49
罗德-福斯特,19,184,0.2660 ,17,64,0,0,9,0.882,15,17,16,25,10,1,18,25,49
莫里斯-泰勒,5,116,0.4740 ,18,38,0,0,0,0.765,13,17,16,5,0,1,7,20,49
达夫-罗比斯,14,152,0.4380 ,21,48,0,0,0,0.636,7,11,46,6,2,2,8,18,49
Eddie0Lee0Wilkins,15,93,0.5140 ,18,35,0,0,0,0.522,12,23,24,0,2,0,8,14,48
安德鲁-德克勒克,13,167,0.5880 ,20,34,0,0,0,0.533,8,15,39,3,4,7,12,45,48
泰伦-卢,21,170,0.3880 ,19,49,0.375,6,16,0.8,4,5,13,17,14,1,12,15,48
特雷沃-布克,16,208,0.4870 ,19,39,0,0,3,0.769,10,13,57,8,3,10,4,37,48
罗德-德林,10,105,0.4650 ,20,43,0,0,0,0.889,8,9,17,8,3,0,0,10,48
阿莱克斯-阿布林斯,11,189,0.3720 ,16,43,0.367,11,30,0.833,5,6,25,6,5,2,1,19,48
J.R.-布雷默,10,146,0.2860 ,16,56,0.25,8,32,0.875,7,8,15,12,3,0,8,12,47
Sid0Tanenbaum,6,0,0.2740 ,17,62,0,0,0,0.813,13,16,0,14,0,0,0,13,47
安德鲁-古德洛克,9,101,0.4670 ,21,45,0.25,3,12,1,2,2,8,3,5,0,7,8,47
迪克-康宁汉姆,27,151,0.5000 ,20,40,0,0,0,0.636,7,11,39,5,0,0,0,22,47
Bud0Olsen,15,84,0.4670 ,21,45,0,0,0,0.333,4,12,32,6,0,0,0,16,46
兰德里-沙梅特,6,175,0.3420 ,13,38,0.323,10,31,1,10,10,12,10,6,0,7,15,46
劳尔-内图,20,151,0.3810 ,16,42,0.357,5,14,1,9,9,20,15,3,1,7,17,46
厄尔-克拉克,15,198,0.3580 ,19,53,0.286,2,7,0.667,6,9,53,4,6,7,12,12,46
埃尼斯-威特利,31,260,0.2810 ,18,64,0,0,1,0.833,10,12,31,32,16,0,21,33,46
拉里-麦考克斯,8,122,0.4860 ,18,37,0,0,1,0.5,10,20,42,3,0,7,5,18,46
查理-贝尔,8,116,0.3780 ,17,45,0.417,5,12,1,7,7,3,7,3,2,4,17,46
沙勒尔-汉密尔顿,6,108,0.3490 ,22,63,0,0,0,0.667,2,3,20,18,0,0,0,13,46
罗兰德-加勒特,19,155,0.3500 ,21,60,0,0,0,0.5,4,8,30,3,0,0,0,28,46
里克-罗伯森,18,154,0.3830 ,18,47,0,0,0,0.588,10,17,42,4,0,0,0,27,46
Kenny0Sears,9,88,0.4320 ,16,37,0,0,0,0.867,13,15,29,9,0,0,0,10,45
乔丹-贝尔,22,191,0.5000 ,19,38,0,0,1,0.5,7,14,50,16,7,10,6,19,45
劳伦斯-方德伯克,26,145,0.4290 ,18,42,0,0,0,0.692,9,13,34,2,6,2,5,22,45
威利-维斯,6,106,0.3410 ,14,41,0,0,0,0.68,17,25,28,3,0,1,0,16,45
安东尼-邦纳,23,172,0.4720 ,17,36,0,0,1,0.524,11,21,38,5,6,1,16,31,45
德维恩-戴德蒙,12,96,0.6090 ,14,23,0,0,0,0.531,17,32,47,3,2,3,8,16,45
杰夫-艾尔斯,38,177,0.3910 ,18,46,0,0,1,0.692,9,13,44,8,2,5,5,23,45
盖斯-贝莉,8,116,0.5000 ,18,36,0,0,0,0.9,9,10,19,16,6,2,0,12,45
谢米-奥杰莱,21,259,0.3330 ,14,42,0.333,9,27,0.889,8,9,29,3,3,0,3,26,45
A.J.-普莱斯,9,86,0.3780 ,14,37,0.438,7,16,0.9,9,10,9,7,3,0,7,5,44
保罗-齐普泽,6,136,0.4550 ,15,33,0.375,6,16,1,8,8,21,3,1,1,7,12,44
埃梅卡-奥卡福,7,192,0.6250 ,20,32,0,0,0,0.364,4,11,33,0,6,6,12,29,44
威布尔-霍兰德,3,84,0.5000 ,17,34,0,0,0,1,10,10,9,3,1,0,0,8,44
托德-里赫迪,3,70,0.5170 ,15,29,0,0,1,0.737,14,19,18,9,1,0,8,6,44
罗德尼-布福德,24,124,0.3860 ,17,44,0.455,5,11,0.833,5,6,18,7,6,1,4,20,44
艾德-格雷,8,71,0.3660 ,15,41,0.364,4,11,0.909,10,11,9,4,6,1,2,11,44
艾德-皮特森,11,0,0.4190 ,18,43,0,0,0,0.571,8,14,0,1,0,0,0,33,44
蒂姆-坎普顿,6,121,0.5000 ,17,34,0,0,0,1,10,10,21,12,3,0,6,17,44
鲁迪-麦克林,5,108,0.4690 ,15,32,0,0,1,0.875,14,16,18,3,2,2,7,18,44
鲍比-威尔森,10,93,0.4150 ,17,41,0,0,0,0.833,10,12,11,4,4,0,0,10,44
鲍比-西蒙斯,9,190,0.3730 ,19,51,0.375,6,16,0,0,0,19,10,9,1,7,18,44
兰德里-菲尔兹,12,209,0.3750 ,18,48,0.111,1,9,0.462,6,13,27,13,9,4,14,7,43
唐-科林斯,8,151,0.4320 ,19,44,0,0,0,0.714,5,7,22,6,4,1,11,25,43
布鲁斯-霍尔,7,0,0.3500 ,14,40,0,0,0,0.882,15,17,0,17,0,0,0,11,43
拉里-桑德斯,4,113,0.5760 ,19,33,0,0,0,0.455,5,11,33,5,3,5,12,18,43
斯特林-布朗,9,151,0.4410 ,15,34,0.389,7,18,0.667,6,9,30,16,6,3,8,15,43
昆西-刘易斯,12,162,0.3600 ,18,50,0.273,3,11,0.444,4,9,18,4,5,8,6,34,43
约翰-卢卡斯三世,7,100,0.4390 ,18,41,0.357,5,14,1,2,2,7,9,1,0,8,7,43
达柳斯-米勒,9,162,0.4120 ,14,34,0.375,9,24,1,6,6,20,11,5,0,6,10,43
马克斯尔-莫里斯,3,0,0.3500 ,14,40,0,0,0,0.577,15,26,0,14,0,0,0,8,43
乔-斯特拉瓦德,6,177,0.3330 ,14,42,0,0,0,0.636,14,22,65,9,0,0,0,27,42
克里夫·巴克,9,0,0.3200 ,16,50,0,0,0,0.556,10,18,0,23,0,0,0,20,42
凯文-莱斯塔尼,9,118,0.5280 ,19,36,0,0,0,0.444,4,9,23,4,1,2,0,10,42
卡尔-克里斯滕森,11,180,0.3080 ,12,39,0,0,0,0.563,18,32,45,16,0,0,0,22,42
卡尔文-布斯,11,155,0.4250 ,17,40,0,0,0,0.889,8,9,32,3,8,6,5,32,42
唐-普特曼,12,0,0.2150 ,17,79,0,0,0,0.421,8,19,0,10,0,0,0,28,42
布兰登-怀特,12,128,0.6790 ,19,28,0,0,0,0.5,4,8,19,8,3,9,6,12,42
布兰登-拉什,22,174,0.4100 ,16,39,0.444,8,18,0.5,2,4,33,6,3,3,3,16,42
布莱恩-卡迪纳尔,18,145,0.4520 ,14,31,0.455,5,11,0.692,9,13,22,5,5,0,4,21,42
托德-达耶,9,100,0.4570 ,16,35,0.313,5,16,0.5,5,10,10,4,4,1,4,24,42
沃尔特-韦斯利,8,83,0.4390 ,18,41,0,0,0,0.5,6,12,28,2,0,0,0,16,42
塞斯-库里,8,143,0.3430 ,12,35,0.429,9,21,0.75,6,8,9,4,5,3,2,8,39
安德鲁-哈里森,6,119,0.4480 ,13,29,0.385,5,13,0.889,8,9,11,13,3,1,3,14,39
布莱文-奈特,14,250,0.2550 ,12,47,0,0,0,0.714,15,21,28,43,25,2,18,32,39
杰克-斯蒂芬斯,7,116,0.2930 ,12,41,0,0,0,0.6,15,25,23,9,0,0,0,9,39
杰夫-格雷尔,10,95,0.4850 ,16,33,0,0,0,0.778,7,9,14,8,2,1,6,10,39
查理-维兰纽瓦,9,62,0.3780 ,14,37,0.375,9,24,1,2,2,15,4,1,1,1,12,39
汤姆-考兹尔克,25,126,0.6000 ,15,25,0,0,0,0.818,9,11,17,2,0,1,0,18,39
耶里-维尔什科,8,119,0.4810 ,13,27,0.25,1,4,0.923,12,13,15,11,3,0,8,8,39
Maurice0Martin,6,63,0.3820 ,13,34,0,0,2,0.667,12,18,10,10,0,2,6,13,38
乔治-蒙罗,6,0,0.4440 ,16,36,0,0,0,0.667,6,9,0,1,0,0,0,10,38
克里斯-道格拉斯-罗伯茨,4,70,0.6880 ,11,16,0.5,4,8,0.857,12,14,8,2,0,0,4,11,38
厄尔-沃特森,12,150,0.4000 ,16,40,0.077,1,13,1,5,5,20,23,8,1,9,20,38
史蒂夫-诺瓦克,22,185,0.4830 ,14,29,0.455,10,22,0,0,0,27,1,1,2,3,14,38
唐-亨里克森,5,164,0.4810 ,13,27,0,0,0,0.632,12,19,40,11,0,0,0,16,38
埃迪-乔丹,7,93,0.3750 ,15,40,0,0,0,0.889,8,9,15,23,10,3,7,6,38
布鲁克斯-汤普森,8,59,0.5200 ,13,25,0.4,4,10,0.727,8,11,7,10,0,2,11,8,38
比尔-加内特,8,74,0.5000 ,15,30,1,1,1,0.875,7,8,22,4,0,2,1,10,38
罗尼-莱斯特,14,96,0.3940 ,13,33,0,0,1,0.75,12,16,14,13,2,0,9,11,38
莱昂内尔-西蒙斯,4,77,0.4550 ,15,33,0.333,3,9,0.714,5,7,12,8,6,2,6,12,38
迈克-布鲁姆,4,0,0.2620 ,11,42,0,0,0,0.762,16,21,0,2,0,0,0,11,38
阿拉拉-阿布德纳比,17,106,0.4500 ,18,40,0,0,0,0.5,2,4,20,3,0,1,11,11,38
Freddie0Lewis_,3,0,0.4290 ,15,35,0,0,0,0.7,7,10,0,3,0,0,0,13,37
Jim0Paxson_,7,84,0.2550 ,12,47,0,0,0,0.591,13,22,22,8,0,0,0,11,37
德文-伊班克斯,9,126,0.4100 ,16,39,0,0,3,0.625,5,8,20,6,3,7,2,13,37
德里克-齐沃斯,7,68,0.4070 ,11,27,0,0,0,0.789,15,19,9,4,2,1,6,9,37
拉里-斯塔夫曼,7,70,0.4780 ,11,23,0,0,0,0.789,15,19,26,5,0,0,0,16,37
格伦-罗宾逊三世,12,82,0.5380 ,14,26,0.3,3,10,0.857,6,7,11,3,2,1,1,7,37
马克-阿克莱斯,19,160,0.5190 ,14,27,0,0,2,0.5,9,18,37,2,1,1,6,33,37
丹尼-福特森,11,105,0.5710 ,12,21,0,0,0,0.8,12,15,26,0,3,1,13,42,36
保罗-诺尔,20,0,0.2950 ,13,44,0,0,0,0.625,10,16,0,4,0,0,0,35,36
卢瑟-海德,12,185,0.2400 ,12,50,0.207,6,29,0.6,6,10,21,12,5,3,11,19,36
德马尔-约翰逊,10,129,0.3680 ,14,38,0.208,5,24,1,3,3,20,7,2,4,1,12,36
杰克-沃斯库尔,6,98,0.7060 ,12,17,0,0,0,0.923,12,13,22,2,4,4,6,21,36
杰克-波尔马斯特,3,0,0.5160 ,16,31,0,0,0,1,4,4,0,8,0,0,0,7,36
约什-布恩,12,118,0.5000 ,12,24,0,0,0,0.5,12,24,19,3,1,3,3,16,36
罗宾-琼斯,19,105,0.4690 ,15,32,0,0,0,0.667,6,9,23,9,4,4,0,24,36
莱恩-埃尔莫尔,11,146,0.4290 ,15,35,0,0,0,0.75,6,8,36,4,5,3,8,16,36
贾森-哈特,23,139,0.4590 ,17,37,0,0,1,1,2,2,8,9,10,1,6,18,36
道格-迈克德莫特,11,104,0.3870 ,12,31,0.364,8,22,0.667,4,6,12,6,1,2,2,4,36
乔-哈顿,19,0,0.3750 ,12,32,0,0,0,0.611,11,18,16,13,0,0,0,22,35
以赛亚-坎南,3,95,0.5000 ,13,26,0.357,5,14,0.667,4,6,4,4,3,0,5,6,35
约翰-里奇特,8,95,0.3950 ,15,38,0,0,0,0.357,5,14,29,2,0,0,0,18,35
Buddy0O'Grady,13,0,0.2450 ,13,53,0,0,0,1,8,8,0,0,0,0,0,10,34
丹纽尔-豪斯,7,140,0.2970 ,11,37,0.258,8,31,0.5,4,8,22,1,3,2,4,11,34
乔-巴克海尔特,4,60,0.4210 ,16,38,0,0,0,0.667,2,3,22,4,0,0,0,14,34
安东尼-托利弗,13,115,0.5500 ,11,20,0.533,8,15,0.667,4,6,17,3,1,2,1,9,34
达夫-纽马克,6,42,0.4550 ,15,33,0,0,0,1,4,4,12,2,0,0,0,8,34
迈克尔-吉尔克里斯特,4,91,0.5190 ,14,27,0,0,1,0.6,6,10,26,6,0,2,8,13,34
Melvin0Turpin,11,76,0.5360 ,15,28,0,0,0,0.75,3,4,14,2,5,5,7,8,33
乔-麦克纳米,13,0,0.2930 ,12,41,0,0,0,0.75,9,12,35,9,0,0,0,26,33
乔治-诺斯特兰德,3,0,0.3500 ,14,40,0,0,0,0.714,5,7,0,3,0,0,0,10,33
乔纳森-艾萨克,5,136,0.2750 ,11,40,0.2,4,20,0.875,7,8,31,2,2,5,5,9,33
伯-拉马尔,10,109,0.2930 ,12,41,0,0,0,0.9,9,10,9,14,3,0,0,12,33
凯莱洛-费申科,10,181,0.4330 ,13,30,0,0,0,0.333,7,21,39,12,0,5,14,30,33
埃迪-米勒,2,93,0.3820 ,13,34,0,0,0,0.438,7,16,36,5,0,0,0,9,33
多利斯-穆雷,17,93,0.4810 ,13,27,0,0,0,0.636,7,11,33,1,0,0,0,6,33
尼克-卡拉塞斯,10,128,0.3330 ,12,36,0.462,6,13,0.375,3,8,16,16,9,1,10,15,33
尼克-琼斯,7,84,0.2860 ,8,28,0,0,0,0.85,17,20,5,7,0,0,0,9,33
格雷格-斯蒂恩斯玛,20,146,0.7000 ,14,20,0,0,0,0.625,5,8,41,5,4,11,4,26,33
科尔-阿尔德里奇,11,98,0.5830 ,14,24,0,0,0,0.5,5,10,43,3,6,3,2,14,33
詹姆斯-迈克尔-麦卡杜,26,102,0.5420 ,13,24,0.4,2,5,0.5,5,10,25,2,5,5,3,11,33
道格-韦斯特,3,87,0.5450 ,12,22,0,0,2,1,9,9,4,6,2,1,1,11,33
里基-布朗,7,98,0.4580 ,11,24,0,0,0,0.786,11,14,22,2,0,1,5,22,33
Chips0Sobek,3,0,0.5000 ,10,20,0,0,0,0.75,12,16,0,3,0,0,0,15,32
乔-罗伯茨,9,84,0.3440 ,11,32,0,0,0,0.714,10,14,32,0,0,0,0,12,32
内特-霍恩,18,95,0.3030 ,10,33,0,0,0,0.75,12,16,18,6,6,2,0,20,32
史蒂夫-汉密尔顿,10,87,0.2790 ,12,43,0,0,0,0.8,8,10,35,5,0,0,0,14,32
哈罗德-迈纳,4,57,0.4620 ,12,26,0,0,0,0.727,8,11,8,2,1,0,2,4,32
唐图尼奥-温菲尔德,8,78,0.4350 ,10,23,0.6,6,10,0.6,6,10,16,5,1,0,5,13,32
托尼-布朗,17,133,0.3930 ,11,28,0.375,3,8,0.636,7,11,12,9,4,0,2,17,32
托马斯-罗宾逊,11,121,0.4190 ,13,31,0,0,0,0.857,6,7,28,6,5,5,5,23,32
斯坦利-约翰逊,4,82,0.5220 ,12,23,0.6,6,10,1,2,2,16,0,1,0,3,10,32
汤姆-托尔波特,9,116,0.4240 ,14,33,0.333,1,3,0.273,3,11,18,8,3,4,4,29,32
罗耶尔-埃维,16,80,0.3670 ,11,30,0.375,6,16,0.667,4,6,8,4,5,1,2,9,32
肖恩-威廉姆斯,4,101,0.4170 ,10,24,0.429,6,14,0.75,6,8,14,5,4,4,4,8,32
莱罗伊-切莱特,15,0,0.2240 ,11,49,0,0,0,0.476,10,21,0,13,0,0,0,27,32
鲍伯-卡朋特,4,0,0.3670 ,11,30,0,0,0,0.714,10,14,0,2,0,0,0,6,32
Mike0Todorovich,3,0,0.1940 ,6,31,0,0,0,0.792,19,24,0,8,0,0,0,14,31
兰斯顿-加洛韦,4,109,0.3240 ,11,34,0.36,9,25,0,0,0,15,4,2,4,2,10,31
吉姆-尼尔,11,100,0.3710 ,13,35,0,0,0,0.385,5,13,27,2,0,0,0,14,31
安德鲁-勒瓦尼,9,0,0.3510 ,13,37,0,0,0,1,5,5,0,13,0,0,0,11,31
本-沃利,10,109,0.2810 ,9,32,0,0,0,0.65,13,20,39,3,0,0,0,16,31
维塔利-波塔潘科,13,116,0.4480 ,13,29,0,0,0,0.5,5,10,19,3,3,0,6,18,31
罗恩-伯纳姆,9,29,0.5220 ,12,23,0,0,0,0.5,7,14,4,0,0,0,0,3,31
莱斯特-康纳,13,94,0.6670 ,12,18,1,1,1,0.857,6,7,13,13,5,1,1,8,31
菲尔-兰普金,17,136,0.3330 ,10,30,0,0,0,0.786,11,14,13,21,2,0,0,8,31
迈克尔-奥洛沃坎迪,15,224,0.3240 ,12,37,0,0,1,0.875,7,8,52,2,2,11,17,50,31
Mike0Holton,9,98,0.3820 ,13,34,0,0,5,1,4,4,8,15,2,0,4,15,30
佩里-莫斯,15,73,0.4550 ,10,22,0.5,1,2,0.9,9,10,8,7,6,1,7,11,30
克林特-瓦格尔,4,0,0.4400 ,11,25,0,0,0,0.8,8,10,0,8,0,0,0,22,30
加内特-坦普尔,26,113,0.3180 ,7,22,0.214,3,14,0.684,13,19,12,5,6,1,8,18,30
唐-瑞德,15,113,0.6470 ,11,17,0,0,1,0.533,8,15,23,2,2,6,3,34,30
塞德里克-亨德森,4,157,0.3930 ,11,28,0,0,1,0.615,8,13,17,11,6,0,13,14,30
德克-米尼菲尔德,19,77,0.4550 ,10,22,0.4,2,5,1,8,8,4,13,3,0,14,21,30
托尼-班尼特,8,86,0.4800 ,12,25,0.5,4,8,1,2,2,9,13,2,1,5,8,30
本-波奎特,4,91,0.6190 ,13,21,0,0,0,0.8,4,5,14,1,2,6,4,16,30
查理-泰拉,2,55,0.4290 ,12,28,0,0,0,0.667,6,9,31,1,0,0,0,5,30
格雷格-奥登,9,104,0.5240 ,11,21,0,0,0,0.667,8,12,27,1,3,6,8,29,30
王治郅,16,74,0.4170 ,10,24,0.5,4,8,0.667,6,9,10,5,1,2,2,13,30
约克-拉尔瑟,9,78,0.3140 ,11,35,0,0,0,0.667,8,12,19,5,0,0,0,14,30
罗德尼-卡尼,6,84,0.3870 ,12,31,0.5,5,10,0.5,1,2,7,5,7,2,0,9,30
贾森-威廉姆斯,9,143,0.4480 ,13,29,0,0,0,0.5,4,8,49,5,2,3,5,14,30
阿特-哈里斯,7,89,0.3570 ,15,42,0,0,0,0,0,2,13,12,0,0,0,13,30
